10231,1,1,95,92,90,89,86,81,77
10232,1,0,93,90,91,95,94,63,87
10233,1,0,84,76,95,87,72,88,92
10234,0,1,76,89,100,86,67,93,70
10235,1,0,60,61,65,70,75,78,82
10236,0,0,91,71,67,88,61,66,82
10237,0,1,82,92,66,63,67,66,69
10238,1,0,81,96,95,90,77,72,62
10239,1,0,71,76,67,84,88,73,97
10240,1,0,94,91,99,100,92,67,81
10241,0,0,68,72,77,79,80,82,85
10242,1,0,62,64,67,70,75,77,82
10243,1,0,70,79,87,68,74,86,71
10244,0,0,70,78,100,74,80,98,76
10245,1,1,96,60,80,79,68,98,96
10246,1,1,96,84,95,85,76,67,85
10247,1,0,61,64,69,72,77,80,81
10248,1,0,98,97,68,68,68,66,69
10249,1,0,85,71,75,92,63,79,79
10250,1,0,98,91,60,95,94,96,66
10251,1,0,73,92,99,89,95,68,85
10252,1,0,61,95,81,67,70,81,93
10253,1,0,93,64,67,97,75,86,65
10254,1,1,82,60,95,89,76,100,87
10255,0,0,85,78,97,89,83,70,62
10256,1,1,82,97,95,64,75,61,96
10257,0,0,90,85,84,81,77,72,67
10258,1,1,92,88,84,82,77,75,73
10259,1,1,68,74,64,75,67,85,74
10260,1,1,79,64,70,66,61,97,76
10261,0,0,61,81,94,73,66,68,86
10262,0,0,67,95,91,82,92,71,69
10263,1,1,93,91,89,84,79,75,71
10264,1,0,70,83,99,71,83,73,69
10265,1,0,95,94,98,93,69,98,58
10266,0,0,97,91,100,97,60,99,88
10267,0,0,71,87,97,89,77,71,81
10268,1,0,95,97,100,80,88,79,96
10269,1,0,98,75,82,81,73,74,85
10270,1,0,73,91,72,79,77,74,78
10271,1,1,80,87,77,67,78,99,94
10272,0,0,100,78,85,62,92,72,69
10273,1,0,60,65,91,65,60,72,72
10274,1,0,64,68,72,74,76,79,80
10275,1,0,89,87,83,79,70,73,98
10276,1,0,88,67,86,74,99,87,97
10277,1,0,75,90,69,97,86,70,70
10278,1,0,73,64,81,72,99,90,60
10279,0,1,90,88,85,80,79,78,76
10280,1,0,94,94,99,77,77,78,94
10281,0,0,91,93,95,92,94,98,78
10282,0,0,82,60,71,61,62,93,87
10283,1,0,92,60,79,61,84,61,70
10284,1,0,90,89,88,86,82,79,77
10285,1,0,98,69,74,100,64,93,79
10286,0,0,90,63,91,78,81,69,92
10287,1,0,91,100,62,99,94,96,67
10288,1,0,79,78,87,75,91,91,100
10289,0,0,62,84,70,63,85,77,100
10290,1,0,93,61,68,87,71,88,79
10291,1,0,64,67,72,73,75,79,83
10292,0,0,77,76,98,65,76,87,92
10293,1,0,70,100,82,70,70,84,85
10294,1,0,95,90,88,85,80,79,76
10295,0,0,85,65,63,70,89,67,73
10296,0,0,83,95,84,87,96,68,97
10297,0,1,96,90,76,77,99,63,63
10298,1,1,67,91,100,83,76,64,88
10299,1,0,74,89,81,85,98,96,72
10300,1,0,76,85,84,63,63,76,92
10301,0,1,88,66,60,84,79,99,70
10302,0,0,89,74,99,83,66,97,67
10303,0,0,65,67,68,70,72,77,82
10304,1,0,73,60,69,79,99,73,76
10305,0,0,98,65,96,64,86,65,71
10306,1,0,78,91,63,100,74,93,82
10307,1,0,64,66,67,72,77,80,83
10308,1,0,99,97,92,83,92,90,99
10309,0,0,81,61,69,67,84,91,100
10310,0,0,94,91,87,86,83,78,76
10311,1,0,90,95,72,96,92,90,72
10312,1,0,85,96,81,75,90,74,73
10313,1,0,79,98,72,86,96,78,81
10314,1,0,67,89,74,71,96,73,67
10315,0,0,79,88,74,65,80,75,85
10316,1,1,90,88,86,84,82,80,76
10317,1,0,94,90,89,87,85,80,77
10318,0,1,63,66,63,74,87,95,93
10319,1,0,69,93,83,88,64,64,95
10320,0,0,90,95,63,100,100,92,65
10321,1,0,99,97,70,100,70,98,68
10322,1,0,64,68,73,78,80,84,87
10323,1,0,90,80,63,68,88,95,61
10324,1,0,95,84,83,75,79,92,82
10325,0,0,68,89,76,100,79,95,95
10326,0,0,93,98,99,99,60,90,76
10327,1,0,71,73,75,77,81,83,85
10328,0,1,89,84,87,71,62,96,88
10329,1,0,86,99,85,82,82,68,66
10330,1,1,73,63,82,61,80,68,80
10331,1,0,73,65,95,71,79,69,60
10332,1,1,73,77,73,75,61,91,95
10333,0,0,91,89,85,83,80,78,73
10334,1,0,96,93,73,60,85,75,70
10335,1,0,97,93,89,85,82,79,77
10336,1,0,70,75,76,80,85,88,93
10337,0,0,96,98,96,86,72,77,61
10338,1,0,90,75,91,93,91,95,89
10339,1,0,93,65,93,98,96,91,81
10340,1,0,91,99,61,78,69,96,89
10341,1,0,70,73,76,81,84,86,89
10342,1,0,96,91,87,84,82,77,76
10343,1,0,66,65,90,79,93,66,95
10344,1,0,76,70,65,76,60,88,74
10345,1,1,97,92,88,83,78,76,72
10346,1,0,78,91,80,87,78,77,64
10347,0,0,93,96,87,62,78,67,98
10348,0,0,91,66,95,94,96,96,87
10349,1,0,63,63,63,68,73,92,86
10350,1,0,99,97,66,93,90,91,100
10351,0,1,74,65,80,66,77,78,78
10352,0,0,100,71,90,94,96,99,89
10353,1,0,95,79,95,81,64,96,99
10354,1,0,83,86,79,68,66,72,91
10355,1,1,97,76,100,61,84,65,62
10356,1,0,62,85,100,77,80,74,64
10357,0,0,82,89,75,76,60,62,97
10358,0,0,65,66,69,71,73,76,78
10359,1,0,66,73,98,71,72,94,62
10360,1,0,92,86,78,87,63,82,93
10361,1,1,73,75,94,82,68,82,93
10362,1,0,72,100,81,73,100,65,67
10363,0,0,97,93,65,90,95,100,82
10364,1,0,64,65,97,76,67,100,100
10365,1,0,76,96,70,62,64,81,92
10366,0,0,73,68,87,72,76,93,60
10367,1,0,90,67,71,64,80,91,92
10368,0,0,61,82,79,77,98,94,69
10369,1,0,95,91,87,84,81,80,75
10370,1,0,89,90,99,74,88,96,86
10371,1,0,74,90,81,89,93,84,82
10372,1,0,60,75,74,64,87,99,85
10373,1,0,73,77,79,81,84,85,87
10374,1,0,95,94,90,92,74,99,80
10375,1,0,95,89,62,74,65,69,64
10376,0,0,64,69,71,75,79,81,84
10377,1,0,91,99,90,95,92,72,70
10378,1,0,73,81,68,66,89,91,67
10379,0,0,98,94,92,88,84,80,79
10380,0,1,63,98,98,89,81,94,61
10381,1,0,80,91,98,63,69,72,99
10382,1,0,62,77,65,99,100,91,92
10383,1,0,97,82,61,69,92,84,93
10384,1,0,81,76,73,67,62,100,67
10385,0,0,60,98,96,97,95,92,76
10386,1,0,94,93,92,89,84,79,77
10387,1,1,70,82,64,86,90,78,96
10388,0,0,73,77,80,84,89,93,97
10389,0,0,96,94,75,100,95,97,72
10390,0,0,84,78,80,73,70,63,75
10391,0,0,99,100,68,96,99,93,74
10392,1,0,61,69,68,65,83,63,63
10393,0,0,98,97,95,93,88,84,79
10394,1,0,68,83,91,68,70,96,94
10395,0,0,78,93,70,97,69,99,98
10396,1,0,74,73,66,85,67,73,72
10397,1,0,96,92,89,86,82,79,76
10398,0,0,62,65,70,71,74,75,80
10399,1,0,91,68,94,100,98,96,80
10400,1,1,67,71,74,75,76,81,82
10401,1,0,72,75,78,79,83,85,88
10402,1,1,95,94,97,100,97,67,69
10403,1,1,90,87,83,82,78,76,73
10404,1,1,99,98,65,94,100,100,67
10405,1,0,65,78,86,94,96,94,85
10406,1,0,91,98,64,74,93,61,61
10407,1,1,70,79,80,92,74,93,70
10408,0,0,87,60,100,64,79,87,60
10409,1,0,91,61,65,71,80,97,72
10410,0,0,96,95,76,69,76,80,86
10411,0,0,85,93,79,93,67,75,95
10412,1,0,79,87,76,98,66,91,69
10413,0,0,99,98,96,94,92,91,88
10414,1,0,62,64,65,66,69,73,75
10415,0,0,95,93,89,86,85,80,77
10416,1,0,62,76,86,87,62,70,93
10417,1,1,93,92,91,88,84,80,76
10418,1,0,63,79,72,79,80,91,96
10419,0,1,86,87,72,84,88,95,82
10420,1,0,93,98,93,93,91,97,75
10421,1,0,70,99,79,100,97,100,85
10422,1,1,88,67,93,64,61,64,100
10423,0,0,92,67,91,98,94,93,99
10424,1,0,62,66,71,73,74,76,81
10425,1,0,60,64,65,66,68,70,73
10426,1,0,87,78,72,72,64,80,81
10427,0,0,73,77,79,82,87,88,93
10428,0,0,99,92,95,98,96,75,96
10429,1,0,82,78,85,83,95,69,71
10430,1,0,83,67,70,86,72,85,72
10431,0,0,91,91,92,95,92,99,73
10432,1,0,99,97,74,95,95,89,96
10433,0,0,92,97,91,100,100,71,59
10434,1,0,76,61,98,85,63,100,81
10435,1,0,76,71,66,64,95,70,97
10436,0,0,63,91,68,79,95,63,75
10437,0,0,93,99,96,93,73,93,94
10438,1,0,73,89,70,62,95,81,85
10439,1,0,96,100,85,72,97,67,98
10440,0,1,66,68,69,71,75,77,78
10441,1,0,64,66,82,69,74,84,88
10442,1,0,82,90,64,64,82,87,85
10443,1,1,64,65,71,60,60,98,87
10444,1,0,76,91,97,62,70,89,76
10445,0,0,93,81,92,62,82,96,66
10446,0,1,93,91,87,82,77,75,74
10447,0,0,90,75,97,90,96,94,76
10448,1,0,93,91,89,85,82,77,74
10449,0,0,92,63,99,91,94,90,79
10450,0,0,89,61,68,60,76,72,100
10451,1,0,87,88,72,95,84,62,91
10452,0,0,65,81,73,78,96,83,76
10453,1,0,97,62,83,62,85,75,92
10454,0,0,62,86,68,84,71,83,95
10455,1,0,64,95,82,93,90,84,72
10456,0,0,80,65,93,66,83,61,62
10457,1,0,67,94,63,89,69,68,75
10458,1,0,83,76,64,73,62,81,99
10459,1,0,76,66,73,65,73,77,84
10460,1,0,76,80,64,96,95,62,93
10461,1,0,97,65,63,81,95,88,87
10462,0,0,80,80,94,88,80,77,65
10463,1,0,100,88,82,92,87,66,77
10464,1,1,94,96,97,91,98,74,66
10465,1,0,91,95,94,94,75,97,74
10466,1,0,60,89,98,91,88,62,77
10467,0,0,100,95,69,92,97,98,63
10468,1,0,80,86,94,60,94,78,93
10469,1,0,100,91,69,63,74,98,88
10470,0,0,93,82,73,76,71,61,73
10471,1,1,77,77,75,72,86,97,100
10472,0,0,98,92,98,93,91,81,70
10473,1,0,61,100,89,60,90,61,75
10474,1,0,61,94,90,72,90,65,69
10475,1,0,91,90,85,83,81,78,77
10476,1,0,91,77,65,66,89,77,69
10477,0,0,72,91,63,99,61,61,82
10478,1,0,84,69,90,87,95,72,82
10479,0,1,69,91,97,97,97,97,78
10480,0,0,70,62,88,74,72,72,77
10481,0,0,95,94,91,90,87,83,80
10482,1,0,72,69,97,73,88,88,76
10483,0,0,100,64,67,87,80,67,68
10484,0,0,92,90,93,99,97,91,61
10485,0,0,89,72,95,78,83,84,62
10486,1,0,74,77,78,80,85,86,90
10487,1,0,66,76,80,73,62,72,78
10488,1,1,95,61,63,65,85,65,89
10489,1,1,76,82,97,65,66,71,89
10490,1,0,68,84,63,74,68,71,91
10491,1,0,64,61,80,83,65,82,65
10492,1,0,75,70,100,62,80,67,65
10493,1,0,77,100,100,75,80,70,81
10494,1,0,67,92,97,78,79,79,88
10495,1,1,84,90,72,73,86,97,77
10496,0,0,69,75,86,60,90,82,86
10497,1,0,72,61,84,69,61,62,77
10498,0,0,90,85,83,80,77,75,72
10499,0,0,82,81,86,82,87,97,64
10500,1,0,72,100,97,82,75,77,96
10501,1,0,68,78,85,77,70,66,75
10502,1,0,69,65,89,85,100,96,75
10503,1,0,93,87,96,65,66,93,73
10504,0,0,67,86,91,86,97,89,72
10505,1,0,94,65,85,95,82,67,64
10506,1,1,79,63,96,98,81,71,81
10507,0,0,99,60,92,73,89,74,83
10508,1,0,78,95,65,84,68,96,60
10509,1,0,76,99,62,96,72,84,89
10510,0,0,66,86,77,95,69,68,77
10511,1,0,92,90,98,90,99,61,77
10512,0,1,95,91,90,88,83,82,81
10513,1,0,99,77,79,62,91,76,89
10514,1,0,80,62,62,81,66,61,84
10515,1,0,84,68,97,85,80,66,92
10516,0,0,75,78,82,85,86,88,92
10517,0,0,86,74,71,94,68,72,84
10518,1,0,92,94,98,63,94,93,79
10519,1,0,64,86,96,83,95,72,74
10520,1,0,90,73,98,68,95,61,60
10521,1,1,60,76,91,92,81,91,71
10522,1,1,62,63,64,68,69,73,76
10523,1,0,78,97,93,65,61,85,79
10524,1,0,82,75,77,79,83,91,69
10525,0,0,90,94,68,90,95,90,57
10526,1,0,61,81,91,84,76,93,91
10527,0,0,73,74,78,82,86,91,96
10528,1,0,91,85,67,81,96,69,76
10529,1,0,66,68,72,75,76,81,84
10530,1,1,66,67,69,74,76,79,84
10531,1,0,100,63,95,93,100,99,73
10532,1,1,90,99,90,64,100,99,56
10533,0,0,81,71,69,83,97,77,69
10534,1,0,94,65,76,73,94,72,79
10535,1,0,71,89,89,74,68,98,90
10536,1,0,74,78,85,77,97,100,76
10537,1,0,92,86,61,81,72,96,80
10538,1,0,75,77,80,81,84,85,88
10539,0,1,99,70,84,87,74,77,88
10540,1,0,60,64,74,77,95,78,88
10541,1,1,83,77,89,65,71,95,68
10542,1,0,100,62,94,68,76,69,83
10543,1,0,61,64,69,73,78,68,70
10544,1,0,74,76,77,79,80,85,86
10545,0,0,96,92,89,84,80,78,76
10546,1,0,62,66,69,72,77,81,85
10547,0,0,98,94,91,87,85,84,82
10548,1,0,75,77,81,82,86,88,89
10549,0,0,96,93,90,85,81,80,76
10550,1,0,97,83,71,95,94,87,92
10551,0,0,69,93,100,75,62,67,89
10552,0,0,87,90,64,70,95,75,84
10553,1,0,83,90,66,97,72,74,73
10554,1,0,65,67,69,70,71,74,78
10555,1,0,97,97,97,96,62,93,75
10556,0,0,94,91,88,86,81,79,78
10557,1,0,66,81,84,99,81,65,83
10558,1,0,89,71,96,83,75,97,70
10559,1,1,87,77,83,70,76,89,67
10560,1,0,97,95,92,89,86,82,77
10561,1,0,96,80,97,92,89,100,81
10562,1,0,90,76,94,78,74,92,65
10563,0,0,60,87,67,93,60,92,80
10564,0,1,60,98,65,64,77,100,67
10565,1,0,98,80,96,62,85,63,96
10566,1,0,65,87,89,82,73,89,67
10567,1,1,86,84,93,94,62,73,85
10568,1,0,90,95,99,96,97,99,68
10569,1,1,95,82,96,92,62,64,84
10570,1,0,71,85,66,87,93,94,93
10571,1,0,73,98,73,81,61,78,91
10572,0,1,74,87,83,69,67,98,97
10573,1,0,62,66,68,72,77,79,81
10574,1,1,98,100,97,70,92,95,93
10575,1,1,94,89,88,83,79,77,76
10576,1,0,73,78,81,83,84,88,92
10577,1,1,95,73,90,97,67,78,94
10578,1,1,96,92,87,85,83,80,78
10579,0,1,64,68,70,72,73,74,75
10580,1,0,85,97,75,73,71,93,90
10581,1,0,85,89,70,98,60,78,91
10582,1,0,97,86,80,68,76,60,83
10583,1,0,91,88,86,84,81,78,75
10584,0,0,77,86,95,85,78,68,96
10585,1,0,70,70,62,74,81,73,63
10586,0,0,91,91,69,95,80,69,99
10587,0,0,97,90,77,84,75,93,61
10588,0,0,98,96,93,90,88,86,82
10589,1,0,95,65,92,62,75,81,76
10590,1,0,69,78,84,89,80,64,94
10591,1,1,77,79,79,63,77,88,92
10592,0,0,87,86,75,100,80,72,94
10593,1,1,63,68,72,76,79,83,87
10594,1,0,91,95,94,96,97,72,86
10595,1,0,68,72,76,77,78,83,86
10596,1,0,78,99,96,96,88,73,92
10597,1,0,94,91,86,84,79,74,69
10598,1,0,71,92,72,69,64,100,76
10599,1,0,94,93,90,85,83,79,78
10600,1,0,63,72,60,74,84,74,82
10601,1,1,64,67,72,75,76,77,81
10602,1,0,64,67,86,93,78,87,95
10603,1,0,66,86,60,81,63,67,68
10604,1,1,93,91,90,89,85,81,79
10605,1,1,64,66,67,70,71,74,75
10606,1,0,66,68,69,72,73,76,77
10607,1,0,75,90,86,89,75,81,67
10608,1,0,65,68,70,75,77,82,83
10609,1,0,95,61,88,60,70,89,83
10610,1,1,65,68,74,70,70,77,80
10611,0,0,71,72,77,79,80,82,85
10612,1,0,92,98,92,96,97,63,71
10613,1,0,99,80,87,86,67,95,91
10614,1,0,83,82,98,85,92,77,84
10615,0,0,98,95,93,88,83,81,80
10616,0,1,67,69,93,62,92,95,79
10617,0,0,93,89,84,82,81,80,77
10618,1,0,66,74,63,85,79,92,78
10619,1,0,83,67,86,60,75,73,87
10620,1,0,97,70,100,96,100,94,69
10621,1,0,100,81,75,97,90,90,74
10622,1,0,76,81,96,83,85,65,83
10623,1,0,85,92,83,75,80,73,85
10624,1,0,80,81,69,89,100,60,98
10625,1,0,74,95,77,83,91,66,72
10626,1,0,94,70,62,87,74,76,88
10627,0,0,97,74,84,84,83,63,87
10628,0,0,76,85,73,73,61,88,63
10629,1,1,63,87,81,77,89,91,65
10630,1,0,87,87,100,85,61,62,94
10631,1,0,90,94,72,70,70,61,66
10632,1,0,94,89,87,83,78,77,74
10633,1,0,97,70,72,66,80,63,71
10634,1,0,87,95,92,75,76,92,79
10635,1,0,100,95,94,89,85,84,82
10636,1,0,90,97,90,91,97,91,87
10637,0,1,96,93,89,85,80,78,77
10638,1,0,97,95,94,90,87,85,80
10639,1,0,82,72,84,93,99,80,92
10640,1,1,72,92,94,63,60,97,83
10641,1,0,91,72,90,92,99,96,73
10642,0,0,98,94,98,97,95,68,98
10643,1,0,70,99,92,98,90,94,92
10644,0,0,93,91,87,82,79,77,73
10645,1,0,70,87,63,67,98,85,85
10646,1,0,94,65,63,65,84,97,99
10647,0,0,96,97,67,85,74,90,82
10648,1,0,91,90,91,73,93,90,61
10649,1,1,64,76,87,80,92,96,94
10650,0,0,75,98,89,89,68,79,86
10651,1,0,89,87,73,97,91,70,78
10652,1,0,90,99,97,93,92,97,90
10653,1,0,93,71,90,64,60,68,74
10654,0,1,66,84,100,64,88,90,89
10655,1,0,100,96,98,100,91,75,58
10656,0,0,99,66,75,71,79,90,69
10657,1,0,98,69,77,87,67,99,76
10658,0,1,84,99,95,77,67,68,95
10659,0,1,63,88,62,72,60,67,70
10660,1,1,69,72,77,78,80,83,85
10661,1,0,71,72,74,77,80,83,86
10662,0,0,97,91,92,60,80,88,72
10663,1,0,93,60,93,69,62,66,69
10664,1,0,91,87,83,78,75,70,69
10665,0,1,95,61,84,77,79,84,72
